"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"Jooq.testSqlWithJooqMapper","avgt",1,100,358080.3113528759,1802.131237801666,"ns/op","MYSQL","1",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,430024.97710622364,3930.9649737350946,"ns/op","MYSQL","10",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,867054.0898668049,12487.486546977427,"ns/op","MYSQL","100",""
"Jooq.testSqlWithJooqMapper","avgt",1,100,3358758.5303537166,9423.8645120969,"ns/op","MYSQL","1000",""
"JdbcMapperDynamic","avgt",1,100,250883.90004171256,2615.5986458273355,"ns/op","MYSQL","1","true"
"JdbcMapperDynamic","avgt",1,100,252164.8883589249,2247.7091412420295,"ns/op","MYSQL","1","false"
"JdbcMapperDynamic","avgt",1,100,317116.4218884086,4798.770911660814,"ns/op","MYSQL","10","true"
"JdbcMapperDynamic","avgt",1,100,338493.6912426202,6351.047784950508,"ns/op","MYSQL","10","false"
"JdbcMapperDynamic","avgt",1,100,662710.4839523372,10604.510821054955,"ns/op","MYSQL","100","true"
"JdbcMapperDynamic","avgt",1,100,678355.1826824871,12412.161197821082,"ns/op","MYSQL","100","false"
"JdbcMapperDynamic","avgt",1,100,2534967.917149383,9738.190089852638,"ns/op","MYSQL","1000","true"
"JdbcMapperDynamic","avgt",1,100,2725063.3062304007,11971.41757026856,"ns/op","MYSQL","1000","false"
"JdbcMapperStatic","avgt",1,100,247805.74925462707,2069.0896672080776,"ns/op","MYSQL","1","true"
"JdbcMapperStatic","avgt",1,100,250618.36725682285,2359.765515538965,"ns/op","MYSQL","1","false"
"JdbcMapperStatic","avgt",1,100,297953.2784094816,3754.6155705041588,"ns/op","MYSQL","10","true"
"JdbcMapperStatic","avgt",1,100,318135.1060624134,5132.063402852913,"ns/op","MYSQL","10","false"
"JdbcMapperStatic","avgt",1,100,632616.1651012811,11755.644796650671,"ns/op","MYSQL","100","true"
"JdbcMapperStatic","avgt",1,100,661579.2643773954,11507.888335699872,"ns/op","MYSQL","100","false"
"JdbcMapperStatic","avgt",1,100,2411313.2857319373,8518.379836370284,"ns/op","MYSQL","1000","true"
"JdbcMapperStatic","avgt",1,100,2593793.8520560074,8194.742838589462,"ns/op","MYSQL","1000","false"
"BeanPropertyRowMapper","avgt",1,100,316754.4014755471,5786.805252446516,"ns/op","MYSQL","1",""
"BeanPropertyRowMapper","avgt",1,100,519775.19362125196,8960.725048821885,"ns/op","MYSQL","10",""
"BeanPropertyRowMapper","avgt",1,100,1969994.7627125091,15413.613338866544,"ns/op","MYSQL","100",""
"BeanPropertyRowMapper","avgt",1,100,1.422231722141001E7,70359.12711007912,"ns/op","MYSQL","1000",""
"Roma","avgt",1,100,262369.96779218025,2557.355022809192,"ns/op","MYSQL","1",""
"Roma","avgt",1,100,335708.28324050776,5572.190413589803,"ns/op","MYSQL","10",""
"Roma","avgt",1,100,659437.3276984165,12191.551654402443,"ns/op","MYSQL","100",""
"Roma","avgt",1,100,2515922.184011283,6805.2619047728485,"ns/op","MYSQL","1000",""
"Sql2O.sfm","avgt",1,100,264892.680091098,2773.79938881265,"ns/op","MYSQL","1",""
"Sql2O.sfm","avgt",1,100,336158.1757289539,6263.868924547057,"ns/op","MYSQL","10",""
"Sql2O.sfm","avgt",1,100,658931.7817568945,10556.655351772646,"ns/op","MYSQL","100",""
"Sql2O.sfm","avgt",1,100,2455838.403552102,6521.624895486364,"ns/op","MYSQL","1000",""
"Sql2O","avgt",1,100,272101.8347197197,2736.111545193701,"ns/op","MYSQL","1",""
"Sql2O","avgt",1,100,352615.3024264527,6184.037888290252,"ns/op","MYSQL","10",""
"Sql2O","avgt",1,100,737944.7484843819,11618.553996197494,"ns/op","MYSQL","100",""
"Sql2O","avgt",1,100,2931950.4506622376,10333.861035008751,"ns/op","MYSQL","1000",""
