"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"BeanPropertyRowMapper","avgt",1,100.000000,14458.608642,119.924378,"ns/op",HSQLDB,1,
"BeanPropertyRowMapper","avgt",1,100.000000,118540.053479,1028.877990,"ns/op",HSQLDB,10,
"BeanPropertyRowMapper","avgt",1,100.000000,1148853.865938,11744.592804,"ns/op",HSQLDB,100,
"BeanPropertyRowMapper","avgt",1,100.000000,11458822.963392,167602.472148,"ns/op",HSQLDB,1000,
"Sql2O.sfm","avgt",1,100.000000,5239.580842,25.743462,"ns/op",HSQLDB,1,
"Sql2O.sfm","avgt",1,100.000000,8642.494793,46.807334,"ns/op",HSQLDB,10,
"Sql2O.sfm","avgt",1,100.000000,43183.499252,88.775244,"ns/op",HSQLDB,100,
"Sql2O.sfm","avgt",1,100.000000,388843.725823,1533.358369,"ns/op",HSQLDB,1000,
"Sql2O","avgt",1,100.000000,6356.557225,22.018823,"ns/op",HSQLDB,1,
"Sql2O","avgt",1,100.000000,12104.679612,92.118000,"ns/op",HSQLDB,10,
"Sql2O","avgt",1,100.000000,66099.144845,136.969211,"ns/op",HSQLDB,100,
"Sql2O","avgt",1,100.000000,601353.077383,1750.984195,"ns/op",HSQLDB,1000,
