,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: db,Param: limit,Param: useAsm
Jooq.testSqlSmfMapper,avgt,1,100,1109438.57,19206.64641,ns/op,HSQLDB,1000,
Jooq.testSqlWithJooqMapper,avgt,1,100,39710.38501,525.5603274,ns/op,HSQLDB,1,
Jooq.testSqlWithJooqMapper,avgt,1,100,55112.46627,221.5812373,ns/op,HSQLDB,10,
Jooq.testSqlWithJooqMapper,avgt,1,100,206354.765,1664.04279,ns/op,HSQLDB,100,
Jooq.testSqlWithJooqMapper,avgt,1,100,1758898.627,12312.19222,ns/op,HSQLDB,1000,
JdbcMapperDynamic,avgt,1,100,2200.635238,21.94963285,ns/op,HSQLDB,1,TRUE
JdbcMapperDynamic,avgt,1,100,2488.841945,35.55746562,ns/op,HSQLDB,1,FALSE
JdbcMapperDynamic,avgt,1,100,6257.112068,27.17780495,ns/op,HSQLDB,10,TRUE
JdbcMapperDynamic,avgt,1,100,8403.929003,21.93809587,ns/op,HSQLDB,10,FALSE
JdbcMapperDynamic,avgt,1,100,45709.14956,75.3726391,ns/op,HSQLDB,100,TRUE
JdbcMapperDynamic,avgt,1,100,66964.97071,125.3102552,ns/op,HSQLDB,100,FALSE
JdbcMapperDynamic,avgt,1,100,438085.4029,908.2669341,ns/op,HSQLDB,1000,TRUE
JdbcMapperDynamic,avgt,1,100,650236.335,968.92608,ns/op,HSQLDB,1000,FALSE
JdbcMapperStatic,avgt,1,100,1954.164978,15.49016719,ns/op,HSQLDB,1,TRUE
JdbcMapperStatic,avgt,1,100,2267.636272,23.9254744,ns/op,HSQLDB,1,FALSE
JdbcMapperStatic,avgt,1,100,5279.25265,23.20069009,ns/op,HSQLDB,10,TRUE
JdbcMapperStatic,avgt,1,100,7437.836973,51.50266067,ns/op,HSQLDB,10,FALSE
JdbcMapperStatic,avgt,1,100,37706.47577,70.08593021,ns/op,HSQLDB,100,TRUE
JdbcMapperStatic,avgt,1,100,57942.23958,103.8778123,ns/op,HSQLDB,100,FALSE
JdbcMapperStatic,avgt,1,100,358078.3949,752.4516368,ns/op,HSQLDB,1000,TRUE
JdbcMapperStatic,avgt,1,100,561286.7447,1637.17167,ns/op,HSQLDB,1000,FALSE
BeanPropertyRowMapper,avgt,1,100,15400.30423,106.8685008,ns/op,HSQLDB,1,
BeanPropertyRowMapper,avgt,1,100,124064.4872,549.8814422,ns/op,HSQLDB,10,
BeanPropertyRowMapper,avgt,1,100,1219259.231,10158.39324,ns/op,HSQLDB,100,
BeanPropertyRowMapper,avgt,1,100,1.22E+07,106603.3396,ns/op,HSQLDB,1000,
Roma,avgt,1,100,2657.833633,13.61237947,ns/op,HSQLDB,1,
Roma,avgt,1,100,6414.738242,26.32915106,ns/op,HSQLDB,10,
Roma,avgt,1,100,43654.79605,97.73518642,ns/op,HSQLDB,100,
Roma,avgt,1,100,411799.3486,646.8301491,ns/op,HSQLDB,1000,
Sql2O,avgt,1,100,6465.326988,33.96727854,ns/op,HSQLDB,1,
Sql2O,avgt,1,100,12188.28905,66.74176712,ns/op,HSQLDB,10,
Sql2O,avgt,1,100,66407.25115,154.3079997,ns/op,HSQLDB,100,
Sql2O,avgt,1,100,601473.3703,1636.76191,ns/op,HSQLDB,1000,
