"","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: db","Param: limit","Param: useAsm"
"PureJdbc","avgt",1,100.000000,233265.848468,1956.647004,"ns/op",MYSQL,1,
"PureJdbc","avgt",1,100.000000,278093.275524,5024.742331,"ns/op",MYSQL,10,
"PureJdbc","avgt",1,100.000000,591433.892544,12212.994676,"ns/op",MYSQL,100,
"PureJdbc","avgt",1,100.000000,2798162.492267,7025.030740,"ns/op",MYSQL,1000,
"Jooq.testFetchRecord","avgt",1,100.000000,343712.187472,2082.233594,"ns/op",MYSQL,1,
"Jooq.testFetchRecord","avgt",1,100.000000,409425.021459,6717.739961,"ns/op",MYSQL,10,
"Jooq.testFetchRecord","avgt",1,100.000000,929724.502114,23969.055886,"ns/op",MYSQL,100,
"Jooq.testFetchRecord","avgt",1,100.000000,4358794.782458,33024.383446,"ns/op",MYSQL,1000,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,349116.292429,3309.464279,"ns/op",MYSQL,1,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,413215.446178,6592.057541,"ns/op",MYSQL,10,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,955306.071122,22520.983105,"ns/op",MYSQL,100,
"Jooq.testSqlSfmAsProviderMapper","avgt",1,100.000000,4488025.834309,35633.926553,"ns/op",MYSQL,1000,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,339184.478096,3328.198413,"ns/op",MYSQL,1,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,371992.648770,4969.397091,"ns/op",MYSQL,10,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,749740.731099,19807.445644,"ns/op",MYSQL,100,
"Jooq.testSqlSfmMapperOnResultSet","avgt",1,100.000000,3160145.761485,18177.389623,"ns/op",MYSQL,1000,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,351766.304223,2304.965815,"ns/op",MYSQL,1,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,430865.355461,6847.191992,"ns/op",MYSQL,10,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,1047528.474168,21942.914738,"ns/op",MYSQL,100,
"Jooq.testSqlWithJooqMapper","avgt",1,100.000000,5015376.990527,28233.173001,"ns/op",MYSQL,1000,
"JdbcMapperDynamic","avgt",1,100.000000,236794.043613,2344.379387,"ns/op",MYSQL,1,true
"JdbcMapperDynamic","avgt",1,100.000000,236706.194148,2244.912368,"ns/op",MYSQL,1,false
"JdbcMapperDynamic","avgt",1,100.000000,287631.886948,6182.514419,"ns/op",MYSQL,10,true
"JdbcMapperDynamic","avgt",1,100.000000,292008.086770,6219.118330,"ns/op",MYSQL,10,false
"JdbcMapperDynamic","avgt",1,100.000000,618813.614623,14390.227328,"ns/op",MYSQL,100,true
"JdbcMapperDynamic","avgt",1,100.000000,639318.920725,13507.048984,"ns/op",MYSQL,100,false
"JdbcMapperDynamic","avgt",1,100.000000,2944639.264976,10869.665946,"ns/op",MYSQL,1000,true
"JdbcMapperDynamic","avgt",1,100.000000,3128611.407751,14919.408585,"ns/op",MYSQL,1000,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,235888.026925,1959.312309,"ns/op",MYSQL,1,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,236749.430496,2201.395136,"ns/op",MYSQL,1,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,283211.457955,5700.628190,"ns/op",MYSQL,10,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,287273.595124,5859.541154,"ns/op",MYSQL,10,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,605240.040902,16252.191123,"ns/op",MYSQL,100,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,626599.042528,16752.028451,"ns/op",MYSQL,100,false
"JdbcMapperDynamicForEach","avgt",1,100.000000,2816967.943398,6955.617363,"ns/op",MYSQL,1000,true
"JdbcMapperDynamicForEach","avgt",1,100.000000,2986212.494905,8036.934347,"ns/op",MYSQL,1000,false
"JdbcMapperStatic","avgt",1,100.000000,232972.235463,2299.767752,"ns/op",MYSQL,1,true
"JdbcMapperStatic","avgt",1,100.000000,235285.631467,2300.803283,"ns/op",MYSQL,1,false
"JdbcMapperStatic","avgt",1,100.000000,281005.557668,5454.818013,"ns/op",MYSQL,10,true
"JdbcMapperStatic","avgt",1,100.000000,285998.044348,5491.508678,"ns/op",MYSQL,10,false
"JdbcMapperStatic","avgt",1,100.000000,607074.187676,15262.877773,"ns/op",MYSQL,100,true
"JdbcMapperStatic","avgt",1,100.000000,626600.901835,14959.345955,"ns/op",MYSQL,100,false
"JdbcMapperStatic","avgt",1,100.000000,2818613.109594,10335.033958,"ns/op",MYSQL,1000,true
"JdbcMapperStatic","avgt",1,100.000000,3028753.225216,30570.365197,"ns/op",MYSQL,1000,false
"BeanPropertyRowMapper","avgt",1,100.000000,277685.584511,5544.132304,"ns/op",MYSQL,1,
"BeanPropertyRowMapper","avgt",1,100.000000,444144.081416,7502.395627,"ns/op",MYSQL,10,
"BeanPropertyRowMapper","avgt",1,100.000000,1953610.111234,10734.942968,"ns/op",MYSQL,100,
"BeanPropertyRowMapper","avgt",1,100.000000,14519648.981951,60323.075695,"ns/op",MYSQL,1000,
"Sql2O.sfm","avgt",1,100.000000,245400.850900,2723.430333,"ns/op",MYSQL,1,
"Sql2O.sfm","avgt",1,100.000000,293101.999513,6235.981560,"ns/op",MYSQL,10,
"Sql2O.sfm","avgt",1,100.000000,625520.133530,14006.243309,"ns/op",MYSQL,100,
"Sql2O.sfm","avgt",1,100.000000,2859670.479195,6997.558336,"ns/op",MYSQL,1000,
"Sql2O","avgt",1,100.000000,251172.520812,2817.359096,"ns/op",MYSQL,1,
"Sql2O","avgt",1,100.000000,315652.114053,7135.710363,"ns/op",MYSQL,10,
"Sql2O","avgt",1,100.000000,735071.310310,17622.735876,"ns/op",MYSQL,100,
"Sql2O","avgt",1,100.000000,3530454.383466,31489.326872,"ns/op",MYSQL,1000,
